Crop_Type,Soil_Organic_Carbon,N_Content,P_Content,K_Content,pH,Fertilizer_Type,Fertilizer_Amount,Temperature,Rainfall,Humidity,Carbon_Footprint,Sustainability_Level,Carbon_Credits
Vegetables,2.36,66.6,52.0,46.2,5.88,NPK_15-15-15,146.5,24.2,1030.1,56.7,448.2,Medium,0.552
Corn,1.38,31.4,41.5,63.4,6.2,Organic,318.4,25.2,985.9,60.5,233.1,High,0.767
Wheat,2.37,57.7,42.6,83.9,5.42,Ammonium Nitrate,153.5,25.4,1567.6,77.7,1361.9,Low,0.0
Rice,3.37,70.4,41.3,95.1,6.32,NPK_15-15-15,403.7,31.2,688.5,70.7,2101.6,Low,0.0
Soybeans,2.56,72.1,5.0,50.5,7.18,Organic,3.7,14.5,984.7,77.1,-88.4,High,1.088
Wheat,2.97,37.9,36.8,108.0,6.88,Ammonium Nitrate,136.2,28.0,1674.1,45.8,1025.4,Medium,0.0
Wheat,2.01,103.8,18.3,44.9,7.38,Urea,178.6,17.8,645.2,65.7,794.7,Medium,0.205
Soybeans,2.8,72.4,37.6,86.7,6.19,Ammonium Nitrate,114.9,27.9,900.8,76.6,625.5,Medium,0.374
Rice,2.42,75.9,17.9,50.6,7.34,Urea,270.4,21.0,519.3,83.1,2340.7,Low,0.0
Vegetables,1.44,85.0,17.2,47.6,6.26,Ammonium Nitrate,272.2,19.3,878.7,46.4,1075.2,Medium,0.0
Wheat,2.45,55.3,59.1,50.1,7.43,Urea,209.4,20.3,576.9,60.8,1026.4,Medium,0.0
Corn,1.41,86.4,51.0,64.0,6.38,NPK_15-15-15,465.0,16.0,1216.4,77.4,922.0,Medium,0.078
Wheat,1.69,65.8,34.9,76.6,6.9,NPK_15-15-15,119.9,23.7,901.6,62.7,224.9,High,0.775
Soybeans,2.35,52.6,37.8,78.4,7.43,Ammonium Nitrate,87.8,19.5,522.6,54.1,253.2,High,0.747
Rice,2.44,89.3,31.3,46.1,6.26,Urea,284.2,27.6,1144.2,46.4,2928.9,Low,0.0
Vegetables,1.25,112.3,43.5,45.2,6.55,None,0.0,26.8,912.9,53.6,42.6,High,0.957
Vegetables,3.04,93.1,24.9,46.7,7.3,Organic,311.6,32.3,1183.5,44.7,251.2,High,0.749
Rice,2.66,98.1,49.9,62.8,6.31,NPK_15-15-15,335.9,25.4,448.3,65.7,1697.9,Low,0.0
Vegetables,1.64,62.0,31.2,60.8,5.48,Organic,189.7,26.2,979.1,75.8,258.5,High,0.742
Corn,0.97,35.1,28.7,46.0,7.9,None,0.0,30.8,1120.7,49.9,173.1,High,0.827
Corn,2.08,112.3,35.3,70.4,6.07,Urea,357.0,20.2,701.8,68.1,1765.8,Low,0.0
Corn,1.84,126.4,26.1,110.3,6.51,Urea,213.6,15.8,409.3,75.1,1056.1,Medium,0.0
Vegetables,2.29,113.6,39.9,54.9,7.21,NPK_15-15-15,188.3,24.5,835.4,65.0,554.6,Medium,0.445
Wheat,1.91,66.6,26.9,56.3,5.97,Ammonium Nitrate,211.7,16.1,1279.8,45.7,954.1,Medium,0.046
Corn,0.59,46.1,42.0,76.2,5.69,Ammonium Nitrate,217.0,36.3,1244.1,69.6,1949.4,Low,0.0
Rice,1.89,48.4,53.2,53.8,6.58,Urea,393.6,31.1,700.1,64.3,3746.7,Low,0.0
Wheat,1.96,32.9,24.2,78.4,5.14,Urea,188.8,34.8,400.9,63.1,1117.9,Medium,0.0
Corn,2.71,72.3,33.0,50.6,6.2,Urea,438.8,23.8,699.1,58.4,2277.3,Low,0.0
Vegetables,1.64,115.1,41.9,101.6,6.57,NPK_15-15-15,125.1,26.4,686.0,66.0,258.3,High,0.742
Soybeans,3.54,71.5,28.5,71.9,6.21,None,0.0,21.1,1006.3,71.1,-26.0,High,1.026
Wheat,0.67,82.6,42.0,52.6,5.32,NPK_15-15-15,250.7,28.1,813.2,90.0,697.2,Medium,0.303
Vegetables,3.25,109.4,43.3,53.2,7.52,NPK_15-15-15,289.4,17.2,586.4,66.3,618.7,Medium,0.381
Rice,2.02,64.9,51.2,54.7,6.47,Ammonium Nitrate,371.0,10.3,1236.5,83.1,2725.3,Low,0.0
Vegetables,2.89,125.9,25.9,92.5,7.4,Organic,322.6,19.4,899.1,69.3,270.3,High,0.73
Wheat,2.26,124.8,20.9,39.6,6.22,Ammonium Nitrate,271.9,15.9,1002.4,63.8,1191.7,Medium,0.0
Wheat,3.11,71.7,30.4,51.6,5.78,Urea,120.4,31.2,246.3,66.8,675.7,Medium,0.324
Corn,1.89,60.6,20.5,53.8,6.59,Ammonium Nitrate,375.6,32.9,200.0,50.3,1683.1,Low,0.0
Vegetables,1.32,92.4,43.5,64.7,6.25,Ammonium Nitrate,218.0,16.2,346.9,68.7,794.0,Medium,0.206
Rice,3.34,66.3,17.6,59.6,5.58,Urea,330.6,30.2,681.8,41.1,2779.9,Low,0.0
Corn,2.11,46.1,70.0,35.2,7.43,NPK_15-15-15,401.3,28.4,1051.7,54.6,1134.6,Medium,0.0
Corn,2.38,107.0,54.4,57.0,5.96,Urea,478.1,15.3,200.0,66.3,1725.5,Low,0.0
Wheat,3.19,105.4,35.2,63.0,5.11,NPK_15-15-15,263.0,21.5,1407.5,79.3,799.8,Medium,0.2
Wheat,1.37,78.9,48.0,52.4,7.33,NPK_15-15-15,297.9,20.5,909.7,82.2,586.2,Medium,0.414
Soybeans,2.68,43.4,10.4,78.7,6.05,None,0.0,27.4,1326.1,62.2,0.7,High,0.999
Vegetables,1.73,44.3,72.9,83.4,5.97,NPK_15-15-15,191.7,17.1,539.9,66.9,385.5,High,0.614
Corn,2.09,77.7,26.1,63.4,5.16,Ammonium Nitrate,357.1,23.0,1026.4,76.8,2253.9,Low,0.0
Soybeans,2.26,62.5,33.2,69.6,7.62,Organic,41.2,19.9,879.8,49.0,9.2,High,0.991
Corn,1.0,66.5,7.2,21.8,5.5,Urea,347.4,26.0,1136.2,69.9,2644.2,Low,0.0
Vegetables,1.58,100.5,42.3,56.6,6.44,Organic,290.7,22.4,768.2,55.1,214.1,High,0.786
Soybeans,3.28,93.3,18.4,85.1,7.04,NPK_15-15-15,29.5,20.7,1015.6,62.9,-73.6,High,1.074
Wheat,2.91,109.5,36.5,56.5,6.7,Urea,101.6,22.4,1235.8,59.5,849.4,Medium,0.151
Soybeans,2.15,50.2,26.8,50.3,6.36,NPK_15-15-15,95.9,34.1,622.1,70.2,117.8,High,0.882
Rice,2.39,66.4,18.8,110.6,5.21,Organic,267.5,21.3,934.8,71.6,1221.7,Low,0.0
Wheat,1.96,94.0,22.9,101.4,5.83,Ammonium Nitrate,241.2,18.1,200.0,75.7,863.2,Medium,0.137
Soybeans,3.29,86.2,38.4,74.4,6.53,None,0.0,26.5,1095.9,69.2,19.2,High,0.981
Wheat,2.04,113.3,15.8,87.8,5.85,Organic,111.4,22.8,1534.1,67.1,160.0,High,0.84
Rice,2.39,85.5,23.8,20.5,6.54,Urea,164.7,16.1,414.4,87.2,1791.1,Low,0.0
Wheat,3.12,121.2,44.9,49.2,6.88,Ammonium Nitrate,242.1,35.1,818.0,46.7,1492.7,Low,0.0
Soybeans,1.58,88.5,74.0,55.6,7.07,Organic,102.5,21.7,1158.2,85.3,-150.1,High,1.15
Rice,3.45,101.6,42.2,60.3,5.54,Ammonium Nitrate,449.5,21.5,861.0,61.5,3053.2,Low,0.0
Corn,0.98,66.9,21.2,55.2,7.94,Urea,212.8,24.3,907.8,71.9,1465.8,Low,0.0
Soybeans,3.5,75.4,29.5,14.0,6.94,Organic,3.1,32.5,713.2,61.1,33.9,High,0.966
Soybeans,1.9,97.8,35.5,72.7,6.4,None,0.0,14.8,700.1,56.6,-142.9,High,1.143
Corn,2.01,115.3,29.8,75.9,7.16,Urea,404.7,24.9,819.7,70.8,2573.1,Low,0.0
Corn,0.69,93.2,48.5,97.0,8.06,Urea,255.8,34.4,864.6,77.5,2450.8,Low,0.0
Corn,1.84,72.9,38.3,49.2,5.39,NPK_15-15-15,465.3,24.2,436.5,70.7,876.8,Medium,0.123
Rice,1.37,109.4,48.6,47.6,6.24,Urea,441.0,17.1,826.9,58.5,2993.3,Low,0.0
Wheat,1.71,20.2,30.3,11.4,4.74,Ammonium Nitrate,183.2,20.3,1399.0,90.0,1240.2,Low,0.0
Soybeans,2.09,39.4,54.9,59.1,6.53,None,0.0,24.6,703.3,79.4,-123.8,High,1.124
Wheat,2.97,92.0,32.5,83.0,6.66,Urea,153.2,30.4,417.0,76.2,965.3,Medium,0.035
Wheat,2.37,75.4,20.4,52.8,6.37,NPK_15-15-15,178.1,21.7,797.0,60.8,397.7,High,0.602
Rice,2.45,90.1,67.7,107.9,5.94,Urea,170.1,27.8,599.9,57.5,1970.6,Low,0.0
Soybeans,1.32,76.6,7.6,59.9,4.97,None,0.0,16.0,381.6,61.6,82.5,High,0.918
Wheat,1.5,89.3,23.9,67.9,6.66,NPK_15-15-15,182.4,16.0,898.7,78.0,307.8,High,0.692
Vegetables,3.64,54.6,25.6,37.7,7.42,Organic,202.7,21.0,601.4,53.1,188.9,High,0.811
Wheat,1.61,89.3,72.6,70.7,5.99,NPK_15-15-15,281.8,31.0,631.4,52.2,682.5,Medium,0.318
Corn,3.52,99.9,62.1,25.4,6.71,NPK_15-15-15,333.3,23.9,903.7,71.5,846.4,Medium,0.154
Wheat,2.01,105.5,57.4,78.9,5.3,NPK_15-15-15,182.7,25.0,313.4,68.8,438.9,Medium,0.561
Rice,2.2,125.3,30.0,79.5,6.72,Ammonium Nitrate,227.3,24.9,240.5,55.8,1920.5,Low,0.0
Wheat,3.06,81.1,71.4,92.2,6.12,Ammonium Nitrate,141.9,29.3,1084.8,51.9,970.2,Medium,0.03
Corn,3.22,81.8,40.5,44.6,5.87,Urea,356.6,20.3,200.0,82.3,1431.7,Low,0.0
Corn,2.11,36.9,49.7,68.2,5.87,NPK_15-15-15,187.7,27.1,508.2,69.3,478.2,Medium,0.522
Vegetables,1.89,61.7,37.7,76.3,6.12,Ammonium Nitrate,215.0,19.2,220.1,48.6,844.0,Medium,0.156
Corn,2.16,70.2,34.3,73.8,6.67,Ammonium Nitrate,231.4,33.8,679.9,49.5,1376.0,Low,0.0
Soybeans,2.47,101.3,31.2,47.7,5.48,Ammonium Nitrate,62.3,19.3,999.8,60.7,359.7,High,0.64
Rice,2.91,59.7,31.9,17.2,6.12,NPK_15-15-15,160.6,18.9,889.3,73.8,1452.7,Low,0.0
Wheat,2.2,94.9,44.1,71.9,6.37,Urea,232.7,26.4,1687.2,72.1,2548.5,Low,0.0
Wheat,2.7,75.0,40.5,62.0,5.63,Urea,147.2,23.9,1230.4,78.6,1302.5,Low,0.0
Wheat,3.51,70.6,34.5,53.7,7.66,Ammonium Nitrate,290.6,25.2,524.1,47.1,1236.0,Low,0.0
Rice,2.51,81.2,57.6,80.3,5.8,Urea,296.3,24.7,431.0,67.7,2361.4,Low,0.0
Corn,2.45,65.2,5.0,64.1,5.93,Urea,449.2,17.8,1797.3,82.1,3272.6,Low,0.0
Corn,0.98,64.3,42.6,38.6,5.72,Urea,349.8,31.9,1221.9,81.0,4172.0,Low,0.0
Rice,0.5,32.4,45.8,26.4,7.66,NPK_15-15-15,446.4,28.1,1056.3,69.3,2293.1,Low,0.0
Wheat,2.51,68.8,52.2,42.4,6.79,NPK_15-15-15,176.0,30.6,876.2,90.0,651.3,Medium,0.349
Vegetables,2.12,63.0,34.0,112.9,5.74,NPK_15-15-15,187.9,20.8,945.7,72.3,491.9,Medium,0.508
Vegetables,1.79,62.1,38.1,79.5,7.17,NPK_15-15-15,284.9,25.7,331.3,77.5,513.0,Medium,0.487
Soybeans,2.39,85.4,49.8,68.8,6.54,None,0.0,24.5,905.0,65.5,-59.4,High,1.059
Soybeans,2.15,91.5,57.4,61.4,6.58,Organic,86.0,29.4,874.9,55.6,-136.2,High,1.136
Wheat,3.1,80.8,30.5,60.1,6.16,Organic,284.2,29.5,533.6,54.5,223.0,High,0.777
Rice,2.27,99.9,39.0,88.3,5.88,NPK_15-15-15,341.1,24.5,661.5,67.2,1663.0,Low,0.0
Vegetables,1.6,89.4,60.2,55.2,6.64,NPK_15-15-15,145.8,15.6,1380.3,62.5,358.8,High,0.641
Wheat,2.99,67.6,5.0,76.5,6.02,Urea,197.1,32.8,806.2,43.8,1412.2,Low,0.0
Wheat,2.03,63.4,24.6,58.0,7.67,Urea,215.4,26.4,1574.9,52.7,1811.2,Low,0.0
Corn,2.62,82.8,57.0,103.8,5.51,Ammonium Nitrate,337.7,20.3,240.8,61.2,1362.0,Low,0.0
Rice,1.82,89.3,51.4,79.8,7.48,Urea,167.3,25.6,667.3,73.7,2062.7,Low,0.0
Wheat,1.68,109.9,42.8,89.9,6.32,Urea,130.7,15.6,308.5,64.8,572.0,Medium,0.428
Vegetables,2.27,104.8,28.3,53.3,6.61,None,0.0,29.0,426.7,64.1,231.3,High,0.769
Wheat,2.21,61.5,21.8,86.2,6.98,Urea,158.4,15.8,560.1,53.2,618.7,Medium,0.381
Rice,2.58,72.4,26.1,58.7,5.96,Urea,340.6,22.4,960.4,65.3,3033.3,Low,0.0
Vegetables,1.99,91.8,58.2,67.2,7.0,NPK_15-15-15,143.9,24.8,943.4,80.8,519.2,Medium,0.481
Corn,0.73,101.7,25.6,97.7,4.5,Organic,420.1,28.9,612.2,66.9,415.0,Medium,0.585
Rice,1.85,98.5,36.5,44.1,5.9,Urea,295.8,24.1,200.0,46.9,2201.6,Low,0.0
Corn,2.84,73.4,23.7,69.1,5.75,Urea,284.6,26.8,1367.2,50.0,2183.3,Low,0.0
Soybeans,1.96,43.6,47.6,73.8,5.52,None,0.0,23.4,750.0,72.1,0.0,High,1.0
Vegetables,2.0,50.0,26.9,75.4,6.25,Ammonium Nitrate,203.8,23.3,459.3,62.3,791.3,Medium,0.209
Rice,2.99,81.8,33.5,56.0,6.67,Urea,290.6,23.9,946.2,64.1,2851.4,Low,0.0
Vegetables,1.63,83.6,9.7,106.7,6.89,Organic,154.5,22.5,921.6,57.6,186.0,High,0.814
Rice,0.97,47.5,10.8,39.1,6.57,Urea,335.3,14.7,737.1,71.0,2465.5,Low,0.0
Vegetables,2.07,76.1,35.1,94.2,5.93,Ammonium Nitrate,118.7,19.5,902.0,61.4,676.1,Medium,0.324
Soybeans,1.81,90.8,15.1,89.3,6.66,Organic,26.4,24.8,445.7,62.8,-172.7,High,1.173
Soybeans,1.43,46.2,66.6,103.0,6.49,Organic,31.2,22.2,1116.0,54.8,-149.1,High,1.149
Corn,2.06,102.6,5.0,33.2,7.06,Urea,348.1,22.7,501.1,76.1,1694.7,Low,0.0
Vegetables,2.59,65.6,23.0,47.6,6.94,Urea,341.6,21.8,638.1,62.3,1727.1,Low,0.0
Soybeans,2.19,106.4,35.3,94.8,6.42,Organic,83.4,19.0,1077.1,72.3,-97.9,High,1.098
Rice,2.45,61.7,29.5,27.5,5.77,NPK_15-15-15,233.7,20.9,1271.4,50.7,1628.4,Low,0.0
Soybeans,3.65,49.3,18.4,32.9,5.94,None,0.0,21.9,1405.0,85.8,64.0,High,0.936
Rice,1.93,63.5,20.6,55.2,6.02,NPK_15-15-15,222.4,23.5,1219.5,80.3,1729.7,Low,0.0
Vegetables,2.42,72.6,20.1,68.8,6.18,None,0.0,25.5,736.6,42.1,156.1,High,0.844
Corn,1.79,65.3,30.7,96.8,6.59,Urea,245.1,22.6,310.6,55.4,1051.7,Medium,0.0
Soybeans,1.52,69.6,64.3,61.3,6.9,None,0.0,18.1,1341.8,70.7,-232.4,High,1.232
Wheat,1.73,83.3,36.2,52.8,6.36,Urea,239.7,16.2,1329.7,49.2,1140.2,Medium,0.0
Corn,1.82,70.7,52.7,71.2,6.41,NPK_15-15-15,467.8,37.0,614.8,63.4,1220.7,Low,0.0
Corn,2.49,73.3,42.6,74.4,6.5,Urea,471.3,17.6,1172.4,70.1,2748.6,Low,0.0
Corn,4.08,32.3,51.7,73.8,6.04,Urea,245.4,20.8,733.7,62.8,1412.1,Low,0.0
Wheat,1.63,84.8,5.0,61.4,5.75,Ammonium Nitrate,230.0,26.2,1375.4,71.5,1694.3,Low,0.0
Rice,1.87,72.8,30.4,25.9,5.17,Ammonium Nitrate,320.1,25.4,669.8,56.7,2506.5,Low,0.0
Wheat,2.15,115.3,54.6,46.6,5.91,Ammonium Nitrate,205.0,26.2,1542.5,38.1,1185.1,Medium,0.0
Rice,2.52,51.5,26.4,93.4,6.73,None,0.0,21.2,1125.1,76.8,1215.2,Low,0.0
Rice,2.41,29.8,61.4,68.7,5.91,Ammonium Nitrate,226.0,24.7,1479.1,76.7,2832.9,Low,0.0
Soybeans,3.23,90.5,57.3,58.5,6.23,None,0.0,23.8,687.7,90.0,12.3,High,0.988
Corn,0.5,83.7,28.0,87.4,6.73,Urea,424.9,21.9,991.8,38.5,1720.9,Low,0.0
Vegetables,0.5,49.8,27.5,42.4,6.76,Urea,183.0,24.8,510.8,74.0,778.1,Medium,0.222
Vegetables,1.8,36.8,19.8,60.5,5.64,Urea,121.3,29.0,1145.4,41.4,927.2,Medium,0.073
Wheat,3.08,113.4,25.6,67.8,7.1,NPK_15-15-15,177.1,23.4,1164.7,86.1,521.2,Medium,0.479
Wheat,0.95,110.4,16.5,56.2,7.19,NPK_15-15-15,203.3,23.4,1689.0,70.9,413.0,Medium,0.587
Vegetables,0.5,12.8,41.4,67.0,5.61,NPK_15-15-15,280.2,29.1,1018.7,53.6,661.8,Medium,0.338
Corn,2.66,63.5,13.2,61.2,5.82,Ammonium Nitrate,419.9,28.5,1103.4,74.4,3092.9,Low,0.0
Corn,2.39,116.6,44.1,37.0,7.23,Ammonium Nitrate,230.1,31.7,685.2,58.4,1432.9,Low,0.0
Corn,1.33,63.1,44.4,68.6,6.3,Ammonium Nitrate,297.5,14.4,1039.5,68.6,1270.8,Low,0.0
Soybeans,1.41,62.7,10.1,38.4,4.85,Organic,110.6,28.2,717.0,67.5,86.7,High,0.913
Corn,1.42,67.9,58.2,68.3,5.42,Urea,363.6,26.6,890.6,85.9,2883.8,Low,0.0
Wheat,2.29,47.0,42.7,92.5,6.23,Ammonium Nitrate,118.9,18.9,911.1,86.8,763.2,Medium,0.237
Vegetables,1.7,32.4,46.2,59.4,5.59,NPK_15-15-15,249.3,24.8,726.7,57.8,624.5,Medium,0.376
Vegetables,2.6,101.3,23.6,41.6,6.11,NPK_15-15-15,197.7,29.0,872.0,77.7,741.7,Medium,0.258
Wheat,0.5,28.9,44.3,62.5,6.42,NPK_15-15-15,105.9,19.2,718.6,69.3,19.2,High,0.981
Corn,1.51,81.2,51.9,48.4,7.42,Urea,423.5,25.8,717.1,48.0,2147.6,Low,0.0
Soybeans,1.3,97.2,33.5,76.9,6.2,None,0.0,28.0,1226.8,56.6,-222.9,High,1.223
Wheat,1.99,38.7,65.0,62.0,7.15,Ammonium Nitrate,277.8,17.9,911.4,90.0,1442.5,Low,0.0
Corn,1.77,51.9,35.7,99.2,7.4,Urea,246.4,22.8,971.5,69.3,1613.9,Low,0.0
Corn,2.84,105.3,52.1,88.3,7.4,NPK_15-15-15,451.0,25.1,339.9,77.0,770.6,Medium,0.229
Vegetables,0.71,88.3,39.4,61.9,6.6,Ammonium Nitrate,114.8,19.4,998.2,62.5,302.3,High,0.698
Wheat,2.24,59.6,43.8,79.3,5.03,Urea,152.3,18.9,1035.6,58.5,1004.1,Medium,0.0
Soybeans,2.65,105.1,9.9,57.1,6.72,None,0.0,22.8,710.6,65.3,-24.7,High,1.025
Vegetables,3.69,105.2,40.6,65.7,7.13,NPK_15-15-15,213.9,27.7,1579.8,61.8,874.7,Medium,0.125
Wheat,1.81,81.7,24.0,57.8,6.34,Ammonium Nitrate,278.0,26.8,200.0,47.1,1119.0,Medium,0.0
Wheat,2.46,52.5,22.3,80.3,7.62,Urea,238.9,19.0,1124.5,53.0,1209.0,Low,0.0
Rice,0.76,64.7,61.2,93.7,7.0,Organic,214.0,26.9,1099.5,73.5,1218.5,Low,0.0
Rice,0.5,82.2,31.8,81.0,6.8,NPK_15-15-15,359.4,19.2,1039.6,60.4,1750.9,Low,0.0
Rice,2.88,70.3,20.0,83.4,7.16,Urea,219.5,15.1,911.7,65.3,2157.4,Low,0.0
Soybeans,2.2,98.5,29.6,83.5,6.63,Organic,60.3,21.6,1042.7,67.8,-114.7,High,1.115
Wheat,3.14,36.8,15.5,76.0,4.66,Ammonium Nitrate,146.4,29.3,1153.9,68.8,1189.9,Medium,0.0
Vegetables,1.1,37.6,56.5,42.2,6.05,NPK_15-15-15,166.6,26.9,595.9,78.8,317.1,High,0.683
Rice,2.62,79.5,24.6,99.0,7.24,Urea,260.7,23.5,954.7,51.8,2560.5,Low,0.0
Wheat,3.7,62.7,42.9,101.1,5.83,NPK_15-15-15,118.1,21.3,785.8,71.8,346.4,High,0.654
Wheat,2.54,59.3,55.3,60.3,6.24,Urea,140.1,21.5,467.2,74.1,685.7,Medium,0.314
Wheat,2.42,30.8,27.5,57.6,5.67,Urea,141.5,24.1,1101.0,76.8,1183.7,Medium,0.0
Soybeans,2.21,75.5,43.0,77.2,7.65,Organic,87.9,17.9,652.5,48.0,-56.7,High,1.057
Corn,0.94,73.7,19.5,76.0,7.58,Ammonium Nitrate,322.6,21.7,325.7,68.1,1056.5,Medium,0.0
Wheat,3.28,91.3,71.7,61.0,5.78,Urea,291.8,22.4,661.3,85.6,1623.0,Low,0.0
Corn,1.71,76.7,49.0,40.0,6.5,Urea,380.5,16.5,570.4,63.8,1569.3,Low,0.0
Rice,2.6,71.7,32.1,71.1,5.92,Organic,359.3,19.1,1210.0,70.8,1265.2,Low,0.0
Wheat,0.95,104.4,23.4,76.0,6.83,Urea,163.2,25.6,903.6,74.4,978.1,Medium,0.022
Wheat,1.26,42.2,33.3,79.5,6.76,Urea,222.6,23.5,1333.8,52.7,1384.3,Low,0.0
Vegetables,3.35,88.4,29.9,72.0,6.97,NPK_15-15-15,281.4,21.9,616.7,87.0,585.4,Medium,0.415
Wheat,1.92,33.2,64.3,59.6,6.63,Urea,263.6,18.8,1156.0,71.0,1477.1,Low,0.0
Soybeans,3.36,54.0,16.6,84.9,8.45,None,0.0,31.7,1843.9,71.2,212.5,High,0.788
Wheat,2.14,44.7,37.0,66.3,5.68,Urea,169.5,19.1,974.6,45.1,920.8,Medium,0.079
Wheat,0.73,94.5,34.7,55.7,5.2,Ammonium Nitrate,199.2,24.8,1151.6,74.5,1313.8,Low,0.0
Corn,2.91,73.4,33.2,61.4,6.12,Urea,206.2,21.0,1092.7,71.1,1430.4,Low,0.0
Rice,1.73,74.7,33.4,30.1,5.3,NPK_15-15-15,196.8,23.7,352.3,84.5,1444.1,Low,0.0
Rice,2.76,47.3,33.3,61.4,5.36,Urea,399.3,25.9,1055.0,61.3,3742.5,Low,0.0
Wheat,2.22,67.5,48.1,78.8,5.7,Ammonium Nitrate,220.9,16.4,957.3,53.1,1027.7,Medium,0.0
Corn,0.97,55.9,44.1,71.8,5.75,Urea,350.7,23.5,759.1,56.8,1802.9,Low,0.0
Corn,2.33,84.6,41.3,95.4,5.73,Ammonium Nitrate,470.3,29.7,540.6,58.9,2318.6,Low,0.0
Rice,3.96,50.2,5.0,59.7,6.76,Urea,214.4,32.7,1092.9,51.6,2882.6,Low,0.0
Vegetables,2.59,108.2,39.5,74.7,6.05,Urea,264.5,22.8,509.7,80.5,1431.5,Low,0.0
Rice,2.15,33.1,10.2,80.9,6.27,Ammonium Nitrate,183.4,23.7,1596.8,80.9,2537.4,Low,0.0
Wheat,3.06,54.8,44.7,111.9,7.03,Ammonium Nitrate,135.7,35.0,890.0,62.7,1046.7,Medium,0.0
Corn,2.37,116.9,57.1,67.9,5.86,Urea,465.4,29.4,421.8,60.3,2298.3,Low,0.0
Wheat,2.37,64.1,21.1,44.1,6.21,NPK_15-15-15,101.5,20.3,670.1,43.2,252.2,High,0.748
Rice,1.33,42.1,31.1,82.0,6.66,Urea,153.1,20.3,752.7,73.4,1879.4,Low,0.0
Corn,2.39,80.5,26.0,102.3,5.04,Ammonium Nitrate,320.8,28.5,1694.3,84.8,3212.0,Low,0.0
Wheat,3.03,63.1,53.5,58.5,4.73,None,0.0,18.2,540.4,57.4,231.6,High,0.768
Corn,1.53,54.1,36.4,81.8,6.64,Ammonium Nitrate,335.4,29.2,809.3,63.6,1836.1,Low,0.0
Corn,3.34,47.6,60.9,89.6,6.74,NPK_15-15-15,391.4,25.2,661.8,70.2,899.5,Medium,0.1
Corn,2.13,144.2,41.2,85.3,7.84,Urea,339.1,26.2,1024.7,85.7,2864.7,Low,0.0
Corn,1.49,68.7,38.6,67.5,6.51,Ammonium Nitrate,315.4,22.2,667.3,67.4,1446.2,Low,0.0
Corn,3.0,26.9,36.0,51.0,6.97,Urea,247.0,20.2,451.3,67.3,1206.3,Low,0.0
Rice,1.97,112.3,47.3,63.4,6.26,Urea,153.1,31.1,781.6,67.2,2253.3,Low,0.0
Soybeans,2.81,90.3,8.9,74.2,6.61,None,0.0,22.2,745.2,47.9,-6.3,High,1.006
Wheat,1.97,55.8,36.3,83.2,7.57,NPK_15-15-15,237.9,21.4,642.7,47.6,445.6,Medium,0.554
Wheat,2.15,51.7,33.9,71.7,4.91,Ammonium Nitrate,237.9,23.1,661.4,55.3,1108.3,Medium,0.0
Rice,2.59,91.8,45.9,57.4,6.69,None,0.0,24.5,1264.6,77.2,1269.0,Low,0.0
Vegetables,2.43,68.8,32.2,76.1,7.89,NPK_15-15-15,278.1,18.1,738.1,61.0,550.1,Medium,0.45
Rice,0.6,26.9,19.4,82.2,6.6,Urea,406.3,20.6,453.1,58.6,2738.4,Low,0.0
Corn,1.3,119.7,35.1,72.6,7.56,NPK_15-15-15,450.7,20.3,688.3,58.4,749.5,Medium,0.25
Wheat,2.94,64.2,18.8,48.3,5.96,Urea,159.6,27.9,869.0,63.3,1136.0,Medium,0.0
Corn,2.09,112.4,6.1,61.4,6.38,Urea,316.2,18.9,382.3,85.4,1377.9,Low,0.0
Rice,1.78,107.0,45.9,84.0,6.42,Ammonium Nitrate,226.8,14.4,1419.1,63.2,2119.1,Low,0.0
Wheat,1.11,50.0,43.7,37.3,4.85,NPK_15-15-15,154.0,13.3,1153.7,55.6,416.4,Medium,0.584
Vegetables,1.34,100.8,42.0,23.1,5.58,Organic,144.4,15.9,1350.6,65.3,109.1,High,0.891
Wheat,0.58,58.7,54.5,95.2,5.63,Ammonium Nitrate,224.4,30.6,987.2,86.1,1782.4,Low,0.0
Soybeans,2.12,28.3,25.0,75.2,6.98,Organic,9.4,23.6,200.0,59.0,-141.6,High,1.142
Vegetables,1.72,64.4,13.5,77.1,7.01,Organic,249.5,26.1,1387.4,50.8,201.5,High,0.798
Corn,1.43,84.9,33.9,43.5,6.63,NPK_15-15-15,440.3,26.3,547.8,59.0,778.4,Medium,0.222
Rice,2.15,63.4,29.8,79.8,6.98,Ammonium Nitrate,423.2,23.8,576.2,66.5,2885.9,Low,0.0
Rice,2.49,67.3,22.4,70.5,6.29,NPK_15-15-15,437.4,23.1,904.7,73.3,1986.3,Low,0.0
Rice,3.87,103.6,33.8,33.3,7.24,NPK_15-15-15,396.4,28.9,1332.4,77.1,2506.1,Low,0.0
Rice,0.99,77.7,25.8,93.5,6.41,Ammonium Nitrate,213.6,24.3,1218.7,52.5,2275.2,Low,0.0
Vegetables,3.13,53.9,7.5,68.2,6.44,Organic,280.6,30.8,1167.2,53.6,188.5,High,0.812
Soybeans,2.98,92.6,28.4,57.1,6.21,NPK_15-15-15,40.9,26.7,740.9,61.1,28.6,High,0.971
Wheat,1.58,79.9,18.0,57.4,6.88,NPK_15-15-15,195.6,20.3,735.3,73.2,330.5,High,0.67
